Date,TRY,RUB,EGP,BRL,ARS,COP,ZAR,KRW
2020-11-29,7.8228,76.0661,15.6199,5.3502,80.887,3647.619,15.2593,1105.7422
2020-11-30,7.8011,76.1204,15.6053,5.3416,81.0455,3650.9048,15.3244,1104.3909
2020-12-01,7.8266,76.098,15.6654,5.3244,81.2807,3653.7619,15.3525,1108.4158
2020-12-02,7.8453,75.6699,15.6187,5.2464,81.3876,3619.8095,15.3293,1104.1609
2020-12-03,7.8313,75.0957,15.6094,5.2089,81.4822,3596.8571,15.3011,1095.67
2020-12-04,7.7876,74.3823,15.625,5.1578,81.5651,3418.3182,15.2063,1087.7961
2020-12-05,7.7864,74.1788,15.625,5.1539,81.5651,3418.3182,15.1971,1085.9243
2020-12-06,7.7876,74.15,15.625,5.1551,81.5651,3418.3182,15.1957,1085.6566
2020-12-07,7.8166,74.0522,15.6371,5.1439,81.6168,3398.2273,15.1924,1085.3419
2020-12-08,7.8219,73.5867,15.6371,5.1151,81.6168,3398.2273,15.0909,1085.0235
2020-12-09,7.8246,73.4331,15.6771,5.1096,81.6689,3546.7619,14.9882,1084.4052
2020-12-10,7.8491,73.5497,15.6464,5.1273,82.0699,3521.1905,14.997,1087.4502
2020-12-11,7.8923,73.1399,15.7004,5.0663,82.0329,3418.0879,15.0549,1089.6173
2020-12-12,7.8779,73.1147,15.6862,5.0487,82.0567,3410.0335,15.0961,1090.8605
2020-12-13,7.8687,73.1271,15.6919,5.0554,82.0226,3413.2515,15.0961,1092.1588
2020-12-14,7.8544,73.0045,15.6888,5.0532,82.1436,3455.0034,15.0207,1092.1137
2020-12-15,7.8557,73.2551,15.6801,5.0625,82.2893,3460.4312,14.9842,1091.9276
2020-12-16,7.8146,73.4749,15.7373,5.0981,82.648,3451.5944,14.8746,1093.8283
2020-12-17,7.759,73.1407,15.7095,5.092,82.6336,3396.6487,14.7364,1094.3368
2020-12-18,7.6883,73.247,15.7086,5.077,82.6493,3432.5193,14.6008,1097.0978
2020-12-19,7.6671,73.374,15.7045,5.0858,82.651,3431.8366,14.5618,1098.0067
2020-12-20,7.6639,73.4486,15.6996,5.0938,82.6518,3422.0702,14.5798,1098.718
2020-12-21,7.6623,74.5245,15.6568,5.1255,82.7333,3427.3402,14.7238,1104.4161
2020-12-22,7.6425,75.2461,15.7422,5.1518,82.9479,3445.1175,14.647,1107.8329
2020-12-23,7.6357,75.3838,15.6764,5.1511,83.1337,3453.8064,14.5919,1106.9798
2020-12-24,7.611,74.7552,15.6845,5.1921,83.3324,3458.706,14.5903,1104.069
2020-12-25,7.5854,74.3726,15.6753,5.2054,83.3334,3468.6131,14.6164,1103.0412
2020-12-26,7.5776,74.2723,15.6766,5.2026,83.3415,3473.1147,14.6226,1102.8901
2020-12-27,7.5739,74.1136,15.6786,5.199,83.3425,3487.8629,14.6486,1102.3611
2020-12-28,7.4788,73.7316,15.6824,5.1955,83.3825,3541.9076,14.578,1097.5607
2020-12-29,7.4064,73.6513,15.6947,5.2102,83.7285,3527.7066,14.6359,1094.7308
2020-12-30,7.3625,74.1712,15.7204,5.2001,83.9051,3507.64,14.6524,1091.1658
2020-12-31,7.4022,74.5237,15.7005,5.1883,84.0155,3471.9557,14.6595,1087.6029
2021-01-01,7.41712302,74.36919231,15.72216473,5.19269282,84.10995814,3448.89944895,14.67493232,1088.00483572
2021-01-02,7.41965168,74.33591287,15.73549622,5.1929542,84.1304581,3438.97401064,14.67225382,1087.92411236
2021-01-03,7.42083852,74.28003331,15.73671168,5.19262045,84.16597777,3426.79589688,14.66118134,1087.73595857
2021-01-04,7.39588298,73.99923705,15.71204932,5.18217543,84.14642077,3395.85309828,14.61081199,1086.14703543
2021-01-05,7.39300816,74.03193563,15.7033032,5.21738902,84.36416163,3447.12080429,14.72276811,1085.67304416
2021-01-06,7.373458,74.31119141,15.69009166,5.30795436,84.67987852,3472.67470418,14.9727769,1087.209059
2021-01-07,7.31683125,73.97816878,15.69332706,5.29238793,84.60969069,3457.86047502,15.17221835,1089.41897591
2021-01-08,7.3452718,74.3560889,15.6826524,5.34553422,84.76762278,3464.865901,15.32295836,1093.10335701
2021-01-09,7.36379126,74.28758685,15.67280252,5.3834395,84.91785039,3473.63582013,15.29125278,1092.90395568
2021-01-10,7.36442082,74.28247863,15.67093397,5.38441172,84.93893948,3477.60867003,15.2826737,1092.82836551
2021-01-11,7.39499902,74.37867315,15.67030125,5.40238988,84.94883277,3455.887098,15.38018327,1096.14335895
2021-01-12,7.45717661,74.53967408,15.65727464,5.47555945,85.21765257,3446.62261467,15.4689686,1098.23346629
2021-01-13,7.46290974,73.96689212,15.68608344,5.42802017,85.49353126,3466.90044431,15.33248427,1098.59583888
2021-01-14,7.41214122,73.63005249,15.68313271,5.32113668,85.8397578,3487.90806782,15.22511454,1097.32700039
2021-01-15,7.38583977,73.40811893,15.68716383,5.25369735,85.7331446,3486.95108661,15.15510942,1098.27396318
2021-01-16,7.43064681,73.45892105,15.6811042,5.24374951,85.72045297,3481.97454527,15.19396941,1100.54963511
2021-01-17,7.43448071,73.46297127,15.67823539,5.24390637,85.69970559,3480.98825062,15.1990136,1100.63204117
2021-01-18,7.46392498,73.71291509,15.66086401,5.26828043,85.75766966,3469.06262734,15.23063757,1102.91491204
2021-01-19,7.47306458,73.93302584,15.67206385,5.28633357,85.87079575,3480.47054398,15.11621818,1103.56374475
2021-01-20,7.44619387,73.67894427,15.71426662,5.30912418,86.18141191,3486.36716553,14.94217745,1101.96678818
2021-01-21,7.40765328,73.59249439,15.73887616,5.31782758,86.33880935,3485.34417332,14.89295198,1101.73825353
2021-01-22,7.38712662,74.06282659,15.70898311,5.32761536,86.33345711,3462.34010119,14.96361267,1102.0076614
2021-01-23,7.40777954,74.64703017,15.7044914,5.38458213,86.35841584,3476.01577264,15.06763046,1104.04327108
2021-01-24,7.41243056,74.71518636,15.71004529,5.39036245,86.39032647,3479.96254451,15.08367568,1104.61321782
2021-01-25,7.40518364,75.11189138,15.7139243,5.43668946,86.50075694,3537.35775744,15.13728837,1103.81803096
2021-01-26,7.38648559,75.39323124,15.7197011,5.45907636,86.65159096,3584.85521169,15.19531426,1102.74243383
2021-01-27,7.36315247,75.30665154,15.72481707,5.39982456,86.90964867,3612.48040207,15.14181295,1104.79505611
2021-01-28,7.37697602,75.75150885,15.72816267,5.38587034,87.06435333,3632.12910073,15.2157299,1109.17420536
2021-01-29,7.34995083,76.05364551,15.72488331,5.44058452,87.1918137,3585.75194261,15.15706871,1116.13824228
2021-01-30,7.35024838,76.03557023,15.72404386,5.48444199,87.23073947,3560.38877445,15.12195282,1122.50112975
2021-01-31,7.34923959,76.01095522,15.72186068,5.49109723,87.24179154,3533.18937434,15.12868669,1123.05654613
2021-02-01,7.26088656,75.730481,15.7334275,5.46946558,87.26419913,3522.13859804,15.09088667,1118.1654185
2021-02-02,7.18444245,75.81610417,15.72279904,5.44230374,87.4192909,3585.59712836,15.01285858,1116.72075653
2021-02-03,7.17477295,75.75053486,15.69891553,5.38237597,87.58683242,3551.20417836,14.96056342,1115.30624672
2021-02-04,7.15223888,75.78744063,15.68611087,5.35785937,87.74743681,3519.24116179,14.97325492,1115.91766042
2021-02-05,7.12413526,75.55649193,15.69925986,5.38582003,87.80072301,3530.58544338,15.00384561,1120.24979061
2021-02-06,7.113204,75.46419104,15.70300736,5.39129161,87.8065286,3531.5065203,14.99297359,1120.95178383
2021-02-07,7.113204,75.46419104,15.70300736,5.39129161,87.8065286,3531.5065203,14.99297359,1120.95178383
2021-02-08,7.0956165,74.93746043,15.67273946,5.3853034,87.88262713,3535.02819885,14.95186432,1120.02714982
2021-02-09,7.08182048,74.25475413,15.66400646,5.38239138,88.05792222,3544.38567924,14.84467071,1117.49360014
2021-02-10,7.06899542,73.99224895,15.65902004,5.39540448,88.25514792,3589.65646373,14.74662489,1111.83225296
2021-02-11,7.04645726,73.81865304,15.63910664,5.38976778,88.30735089,3585.54244931,14.69071256,1106.57711974
2021-02-12,7.02840151,73.83052676,15.61602209,5.37439495,88.36729403,3565.98272093,14.62944809,1104.4375908
2021-02-13,7.03034261,74.00248409,15.61536299,5.38196606,88.38188987,3555.20976328,14.58824683,1104.67974541
2021-02-14,7.03135812,74.01356469,15.6159059,5.38401975,88.38831178,3547.09669069,14.57993552,1104.83663062
2021-02-15,7.00581167,73.68284412,15.57959205,5.37382254,88.47045061,3499.6280345,14.50063075,1102.81659697
2021-02-16,6.95925878,73.33452264,15.57774417,5.36680253,88.49140069,3473.10022953,14.47454779,1102.35457041
2021-02-17,6.98085475,73.6649646,15.62017842,5.37362129,88.49556544,3519.54645322,14.64998085,1105.80123517
2021-02-18,6.9733001,73.84846932,15.62725135,5.39323893,88.6232461,3544.42222636,14.64773497,1107.46198069
2021-02-19,6.96814154,73.86890481,15.63856961,5.41757218,88.8049389,3539.61295037,14.61131502,1107.83964397
2021-02-20,6.9654658,73.92004408,15.64354657,5.41598422,88.89430938,3546.04482103,14.65388504,1106.85594375
2021-02-21,6.96795281,73.91672696,15.64639094,5.41419923,88.95190649,3547.81919674,14.6586086,1106.51602578
2021-02-22,6.98943505,74.20255446,15.66135406,5.41938369,89.07085417,3550.47554246,14.72366104,1108.57523318
2021-02-23,7.03729943,74.39585351,15.6723546,5.46955343,89.17713429,3572.67945225,14.70890108,1112.30232266
2021-02-24,7.09560924,73.88817169,15.66294912,5.4360738,89.48801691,3578.96152355,14.5847263,1110.35119166
2021-02-25,7.19164307,73.70406534,15.65153491,5.4174356,89.5947781,3572.7068597,14.61426584,1110.12790108
2021-02-26,7.31618365,74.1244439,15.66755268,5.46850931,89.67329138,3571.82294391,14.90995348,1116.41637511
2021-02-27,7.39325977,74.50917566,15.66898392,5.51060551,89.69679014,3586.41652803,15.02280472,1122.30922122
2021-02-28,7.40763961,74.55569793,15.67889032,5.51213409,89.72194109,3593.20934436,15.04268721,1123.82258146
2021-03-01,7.36368708,74.36394692,15.68161188,5.5465444,89.75195862,3611.74674452,15.03532973,1123.85408909
2021-03-02,7.29530874,74.09484579,15.72660764,5.61304351,89.84649286,3623.83517002,15.02750186,1123.52187613
2021-03-03,7.35775975,73.85109364,15.6867286,5.68470844,90.11951874,3639.21993712,14.98940593,1124.15729759
2021-03-04,7.43351181,73.84579954,15.67721833,5.68232324,90.32542696,3666.54065607,15.05803616,1124.70585239
2021-03-05,7.4761238,73.99612721,15.67553848,5.63459769,90.23955935,3659.64293261,15.21506507,1127.43250161
2021-03-06,7.49391297,74.33758142,15.6741932,5.66803318,90.25958252,3651.81304913,15.28953392,1128.08713539
2021-03-07,7.49319451,74.36654204,15.67289634,5.67358022,90.24306502,3647.91681577,15.29587009,1128.29687099
2021-03-08,7.58052211,74.46679564,15.69098251,5.70108033,90.27426862,3645.55302403,15.38575237,1132.46984245
2021-03-09,7.67320046,74.38463562,15.72112391,5.77973964,90.47690964,3641.90200759,15.42615234,1138.52411603
2021-03-10,7.60989535,73.96945708,15.73084395,5.817662,90.66481688,3617.65001345,15.29789249,1139.6062421
2021-03-11,7.52130882,73.73795061,15.71790781,5.73038696,90.71872123,3559.41420136,15.07584341,1137.77903633
2021-03-12,7.50688992,73.48286699,15.69151386,5.59151016,90.72225274,3558.68381986,14.92202709,1133.79734623
2021-03-13,7.5440927,73.4294717,15.6839537,5.5565348,90.6653132,3572.44056336,14.92521151,1134.84661011
2021-03-14,7.55391418,73.42688523,15.68113126,5.55670483,90.66467204,3569.15278343,14.92670348,1135.24408285
2021-03-15,7.55554957,73.28861612,15.67703074,5.56570852,90.73457761,3570.42626551,14.91255704,1136.00801923
2021-03-16,7.52394011,72.9696668,15.69246035,5.59899376,90.95011335,3580.86378081,14.86879871,1132.72051054
2021-03-17,7.50839286,73.0570944,15.70723392,5.61574905,91.08992846,3573.12246014,14.85429465,1131.09235789
2021-03-18,7.47274777,73.72826548,15.68755072,5.61844912,91.17145338,3586.0270653,14.76377939,1127.97538618
2021-03-19,7.32930812,74.06464285,15.69990665,5.55994579,91.29006062,3586.07825835,14.74087194,1129.0468277
2021-03-20,7.2619449,74.1438958,15.6956603,5.53796372,91.31340933,3579.33999457,14.71748488,1130.25922675
2021-03-21,7.34646508,74.14407292,15.69135174,5.53535421,91.32399515,3571.75089302,14.73683793,1130.33385558
2021-03-22,7.68362717,74.25382573,15.67885927,5.50594789,91.29788565,3562.63202712,14.75691088,1128.62579389
2021-03-23,7.82790781,75.02376111,15.70097083,5.50875675,91.36907908,3568.41807781,14.76396239,1127.5521807
2021-03-24,7.90097677,76.02980983,15.74127273,5.51672281,91.5822941,3593.30943588,14.82686965,1131.09300128
2021-03-25,7.94129572,76.19834225,15.72703203,5.56474625,91.55470128,3625.25224047,14.89956271,1132.78885435
2021-03-26,7.98998503,76.20377262,15.72784751,5.65906716,91.62395725,3649.89148113,14.99411347,1133.57714887
2021-03-27,8.04075658,75.98379145,15.71692063,5.68262707,91.69521561,3658.42537312,14.9922656,1131.76302987
2021-03-28,8.05129681,75.96309099,15.71506533,5.68444393,91.73916978,3663.25264164,14.99419037,1131.51978159
2021-03-29,8.10044693,75.94366574,15.72294919,5.73182926,91.84363549,3669.15146893,14.98924097,1131.5949581
2021-03-30,8.23437007,75.8745811,15.71196626,5.76848323,91.88977448,3695.68581871,14.94217283,1133.54243523
2021-03-31,8.3123926,75.81301429,15.75613494,5.73296219,91.9614216,3707.62554707,14.8724694,1132.58713863
